SKU SITO,NOTE,STATO,SKU AMAZON,COD ARTICOLO,NOME GESTIONALE,QTY GIACENZA,QTY VENDUTA,TIPO MATCH,SCORE,TITOLO AMAZON,PREZZO AMAZON,ASIN,URL AMAZON,DESCR. AMAZON
FAN1076266,,✅ SU WOOCOMMERCE,id-1076266,FAN1076266,WONDER NOURISHING SHAMPOO FLAC. 350 ML,7,7,🟢 AFFIDABILE (74.7%),747,"Fanola Wonder Nourishing, Shampoo Ristrutturante, 350 ml",123,0109HTLFAB1,https://www.amazon.it/dp/B0BYDSY12W,
FAN1076267,,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),id-1076267,FAN1076266,WONDER NOURISHING SHAMPOO FLAC. 350 ML,7,7,🟡 INCERTO (51.3%),513,"Fanola Wonder Shampoo Nourishing Extra Care, Shampoo Ristrutturante per Capelli Fini Secchi, Crespi e Trattati ad Azione Delicata, per Capelli Morbidi e Luminosi senza Siliconi, 1000 ml",155,0109HTRQE1L,https://www.amazon.it/dp/B0BYDRZL9C,
FAN1076270,,✅ SU WOOCOMMERCE,FAN1076270,FAN1076270,WONDER NOURISHING MASK 350 ML,6,6,DIRETTO (SKU=COD),100,"Fanola Wonder Nourishing, Maschera Capelli Ristrutturante, 350 ml",13,0514HJ2G7Z1,https://www.amazon.it/dp/B0BYDT122J,
FAN1076271,,✅ SU WOOCOMMERCE,FAN1076271,FAN1076271,WONDER NOURISHING MASK 1000 ML,7,6,DIRETTO (SKU=COD),100,"Fanola Wonder Nourishing, Maschera Capelli Ristrutturante, 1000 ml",162,0514HJCC6HD,https://www.amazon.it/dp/B0BYDTDB6R,
FAN1076449,,✅ SU WOOCOMMERCE,FAN1076449,FAN1076449,FANTOUCH LACCA ECOLOGICA 320 ML,7,17,DIRETTO (SKU=COD),100,"Fanola Fantouch Lacca Ecologica Extra Forte, 320 ml",144,0514HJ2GOGU,https://www.amazon.it/dp/B0CLVLQZV5,
FAN1076450,,✅ SU WOOCOMMERCE,FAN1076450,FAN1076450,FANTOUCH MOUSSE EXTRAFORTE 300 ML,15,9,DIRETTO (SKU=COD),100,"Fanola Fantouch Mousse Extra Forte, 300 ml",143,0514HJ6T8TU,https://www.amazon.it/dp/B0CLVLW66N,
FAN1076451,,✅ SU WOOCOMMERCE,FAN1076451,FAN1076451,FANTOUCH LACCA SPRAY EXTRAFORTE 500 ML fix it,25,16,DIRETTO (SKU=COD),100,"Fanola Fantouch Lacca Spray Extra Forte, 500 ml",125,0514HJSGI6K,https://www.amazon.it/dp/B0CLVNY1TZ,
FAN1076452,,✅ SU WOOCOMMERCE,FAN1076452,FAN1076452,FANTOUCH LACCA SPRAY EXTRAFORTE 750 ML fix it,4,2,DIRETTO (SKU=COD),100,"Fanola Fantouch Lacca Spray Extra Forte, 750 ml",139,0514HKKW72E,https://www.amazon.it/dp/B0CLVN1LDR,
FAN1076453,,✅ SU WOOCOMMERCE,FAN1076453,FAN1076453,FANTOUCH THERMO FIX SPRAY 300 ML,8,10,DIRETTO (SKU=COD),100,"Fanola Fantouch Mousse Extra Forte, 300 ml",144,0514HJWQ9JJ,https://www.amazon.it/dp/B0CLVLW66N,
FAN1076454,,✅ SU WOOCOMMERCE,FAN1076454,FAN1076454,FANTOUCH SPRAY TERMOPROTETTIVO 300 ML heat block,11,8,DIRETTO (SKU=COD),100,"Fanola Fantouch Spray Termoprotettivo, 300 ml",143,0514HJSX51P,https://www.amazon.it/dp/B0CLVM5C6X,
FAN1076457,,✅ SU WOOCOMMERCE,FAN1076457,FAN1076457,FANTOUCH CERA LUCIDANTE FISSATIVA 100 ML,6,7,DIRETTO (SKU=COD),100,"Fanola Fantouch Cera Lucidante Fissativa, 100 ml",144,0514HJCDFYD,https://www.amazon.it/dp/B0CLVM8Z9S,
FAN1076458,,✅ SU WOOCOMMERCE,ID-1076458,FAN1076458,FANTOUCH PASTA OPACA FLESSIBILE 100 ML mad matt,11,11,🟢 AFFIDABILE (82.6%),826,"Fanola Fantouch Pasta Opaca Flessibile, 100 ml",139,0109HTLIZPS,https://www.amazon.it/dp/B0CLVL5LZH,
FAN1076459,,✅ SU WOOCOMMERCE,T9-H95M-SWOT,,,,,🟠 DEBOLE (43.0%),43,"Fanola FanTouch Curl Passion, Mousse Disciplinante per Capelli Ricci Naturali o Trattati, Azione Fissante per Ricci Morbidi ed Elastici, 300 ml",145,0109HU0WKYV,https://www.amazon.it/dp/B0CLVMRYVN,
FAN1076533,,✅ SU WOOCOMMERCE,FAN1076533,FAN1076533,FANTOUCH GEL FLUIDO EXTRA FORTE 250 ML give me hold,10,10,DIRETTO (SKU=COD),100,"Fanola Fantouch Gel Fluido Extra Forte, 250 ml",118,0514HITMFSI,https://www.amazon.it/dp/B0CLVP9YF5,
FAN1076534,,✅ SU WOOCOMMERCE,FAN1076534,FAN1076534,FANTOUCH CREMA DEFINIZIONE RICCI 200 ML,12,16,DIRETTO (SKU=COD),100,"Fanola Fantouch Crema Definizione Ricci, 200 ml",126,0514HJSQJMW,https://www.amazon.it/dp/B0CLVL7G47,
FAN1076535,,✅ SU WOOCOMMERCE,FAN1076535,FAN1076535,FANTOUCH FLUIDO DEFINIZIONE RICCI 200 ML feel the control,22,16,DIRETTO (SKU=COD),100,"Fanola Fantouch Fluido Definizione Ricci, 200 ml",124,0514HJCFDQJ,https://www.amazon.it/dp/B0CLVKJSC9,
FAN1076553,,✅ SU WOOCOMMERCE,FAN1076553,FAN1076553,FANTOUCH CRISTALLI LUCIDANTI 100 ML keep me bright,6,6,DIRETTO (SKU=COD),100,"Fanola FanTouch Keep Me Bright, Fluido con Cristalli Liquidi per la Cura e Prevenzione di Doppie Punte, con Termo Technology per Capelli Morbidi e Setosi, 100 ml",143,0514HJ6R1DP,https://www.amazon.it/dp/B0CLVMYH1J,
FAN1076569,,✅ SU WOOCOMMERCE,FAN1076569,FAN1076569,NY GLOW&GLOSSY T.02 OIL TONER 60 ML,18,17,DIRETTO (SKU=COD),100,Fanola Glow & Glossy Oil Toner T.02 60ml - colorazione semi permanente in olio senza ammoniaca,119,0514HJSWTAQ,https://www.amazon.it/dp/B0DMC61WMX,
FAN1076570,,✅ SU WOOCOMMERCE,FAN1076570,FAN1076570,NY GLOW&GLOSSY T.11 OIL TONER 60 ML,15,14,DIRETTO (SKU=COD),100,Fanola Glow & Glossy Oil Toner 60ml,119,0514HJCC6KS,https://www.amazon.it/dp/B0D9HCG929,
FAN1076597,,✅ SU WOOCOMMERCE,FAN1076597,FAN1076597,WONDER CURL MASK 500 ML,17,17,DIRETTO (SKU=COD),100,"Fanola Wonder Curl Maschera per Capelli Ricci e Ondulati, 500 ml",132,0514HJ2EOGX,https://www.amazon.it/dp/B0D96HB4H7,
FAN1076602,,✅ SU WOOCOMMERCE,FAN1076602,FAN1076602,WONDER CURL SHAMPOO 350 ML,6,6,DIRETTO (SKU=COD),100,Fanola Wonder Curl Shampoo per Capelli Ricci e Ondulati,123,0514HJ2A8IL,https://www.amazon.it/dp/B0D9H7F273,
FAN1076617,,✅ SU WOOCOMMERCE,FAN1076617,FAN1076617,SHAMPOO WONDER VOLUME 350 ML,12,12,DIRETTO (SKU=COD),100,Fanola Wonder Volume Shampoo 350ml - shampoo volumizzante,122,0514HJLT3VK,https://www.amazon.it/dp/B0DPJL3KB3,
FAN1076621,,✅ SU WOOCOMMERCE,FAN1076621,FAN1076621,SHAMPOO WONDER FREQUENT 350 ML,6,9,DIRETTO (SKU=COD),100,Fanola Wonder Frequent Shampoo 350ml - shampoo uso frequente,122,0514HJCDO8I,https://www.amazon.it/dp/B0DPJKSV95,
FAN1076622,,✅ SU WOOCOMMERCE,FAN1076622,FAN1076622,WONDER SHAMPOO FREQUENT LT.1,8,10,DIRETTO (SKU=COD),100,Fanola Wonder Frequent Shampoo 1000ml - shampoo uso frequente,153,0514HJCGBIC,https://www.amazon.it/dp/B0DPJJY86S,
FAN1096802,,✅ SU WOOCOMMERCE,1CLN-OZWR-DT8I,FAN86607,COLOR KERATIN ORO PURO BLU 100 ML,5,5,🟡 INCERTO (57.1%),571,"Fanola Oro Therapy Color Keratin 9.21, 100 ml",118,0423H6EN3YI,https://www.amazon.it/dp/B07GFP77VF,
FAN1096813,,✅ SU WOOCOMMERCE,1CLN-OZWR-DNRH,FAN86327,CREMA COLORE FANOLA VIOLA 100ML,6,6,🟠 DEBOLE (46.8%),468,Crema colore permanente per capelli senza ammoniaca 100ml-ORO Therapy (- 10.21 BIONDO PLATINO VIOLA CENERE),118,0423H6LXE30,https://www.amazon.it/dp/B07GFQ61XJ,
FAN1096888,,✅ SU WOOCOMMERCE,FAN1096888,FAN1096888,T.ROSE COLOR TONER 100 ML azione antigiallo bilanciata,0,3,DIRETTO (SKU=COD),100,NO YELLO COLOR 100 ML (T.ROSE),126,0514HKC5TWR,https://www.amazon.it/dp/B07QMRZ55P,
FAN1096993,,✅ SU WOOCOMMERCE,FAN1096993,FAN1096993,NO YELLOW 2-PHASE POTION senza risciacquo 150 ML,12,12,DIRETTO (SKU=COD),100,FANOLA CONDITIONER BIFASICO ANTIGIALLO SENZA RISCIACQUO NO YELLOW CARE 150 ML,147,0514HJ6RKMC,https://www.amazon.it/dp/B089WBHFL3,
FAN1096994,,✅ SU WOOCOMMERCE,FAN1096994,FAN1096994,INCREDIBLE FOAM NOYELLOW 250ML conditioner in mousse,6,2,DIRETTO (SKU=COD),100,"FANOLA No Yellow Care Antigiallo Incredible Foam Mousse, 250 Millilitro",167,0514HJ6OUFX,https://www.amazon.it/dp/B082XJ5HX2,
FAN8076079,SKU NON TROVATO SU AMAZON,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),1CLQ-6PUV-APE8,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (54.5%),545,FANOLA TINTURA 2.2,999,0424HAI2FM5,https://www.amazon.it/dp/B00CGPRPVO,
FAN8076079,SKU NON TROVATO SU AMAZON,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),C3-VJDS-DQ0Y,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (53.8%),538,FANOLA TINTURA 4.0 marrone,999,0328FW3PQTJ,https://www.amazon.it/dp/B00CGPMAHS,
FAN83710,"AD UNA TINTA 9,00",✅ SU WOOCOMMERCE,1CLQ-6PTH-3P7W,FAN86710,CREMA COLORE 9.00 BIONDO CHIARISSIMO INTENSO,12,-1,🟡 INCERTO (66.7%),667,"Fanola Crema colorante Colouring Cream 9.00 Biondo Chiaro Intensivo, 100 ml",999,0424HAF6B5M,https://www.amazon.it/dp/B01E8MDII6,
FAN86001,,✅ SU WOOCOMMERCE,1CLQ-6PTX-6AFM,FAN86001,CREMA COLORE 1.0 NERO FANOLA,16,13,🟢 AFFIDABILE (73.0%),73,"Fanola Crema Colore, 1.0 Nero, 100 ml",999,0424HAFEXXX,https://www.amazon.it/dp/B00CGPJ0ZS,
FAN86002,,✅ SU WOOCOMMERCE,1CLQ-6PUD-UU30,,,,,🟠 DEBOLE (20.3%),203,FANOLA COLOR NATURALI 3.0,999,0424HAI4Q7E,https://www.amazon.it/dp/B015RYGG1U,
FAN86003,,✅ SU WOOCOMMERCE,1CLQ-6PUD-U3C5,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (53.8%),538,FANOLA TINTURA 4.0 marrone,999,0424HAI87A3,https://www.amazon.it/dp/B00CGPMAHS,
FAN86004,,✅ SU WOOCOMMERCE,1086004 - FAN86004,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (54.5%),545,FANOLA TINTURA 5.0,999,0430H2COGSL,https://www.amazon.it/dp/B00CGPKNX6,
FAN86005,,✅ SU WOOCOMMERCE,1CLQ-6PVR-FOU2,FAN86070,CREMA COLORE FANOLA ROSSO 100ML,12,6,🟡 INCERTO (53.2%),532,Fanola Crema Colore per capelli 6/0 Fanola Crema Colore per capelli 6/0 – 100 ML,999,0424HAIOMOI,https://www.amazon.it/dp/B00CGPL3R6,
FAN86006,,🟠 FUZZY DEBOLE - VERIFICA (codice NON unico),1CLQ-6PX4-GKUX,FAN96626,9 ICE - CREMA COLORANTE ANTIGIALLO 100 ML,3,3,🟡 INCERTO (59.3%),593,"FANOLA - Crema colorante per capelli, 100 ml, 7.0 biondo",999,0424HA978DM,https://www.amazon.it/dp/B00CGPKV8I,
FAN86007,NON TROVATA SU AMAZON,✅ SU WOOCOMMERCE (codice NON unico),FAN1086052,FAN86007,CREMA COLORE 8.0 BIONDO CHIARO FANOLA,24,32,🟡 INCERTO (58.6%),586,"FANOLA - Crema colorante per capelli, 100 ml, colore: biondo chiaro",999,0514HKNB0BN,https://www.amazon.it/dp/B00CGPIWG6,
FAN86007,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PUD-VA5C,FAN86007,CREMA COLORE 8.0 BIONDO CHIARO FANOLA,24,32,🟡 INCERTO (55.3%),553,"FANOLA - Crema tintura per capelli, 100 ml, 8.0, biondo chiaro",999,0424HAISKHR,https://www.amazon.it/dp/B00CGPJRIS,
FAN86007,NON TROVATA SU AMAZON,✅ SU WOOCOMMERCE (codice NON unico),SF-MVK7-YBSS,FAN86007,CREMA COLORE 8.0 BIONDO CHIARO FANOLA,24,32,🟡 INCERTO (55.3%),553,"FANOLA - Crema tintura per capelli, 100 ml, 8.0, biondo chiaro",999,0328FVY01MP,https://www.amazon.it/dp/B00CGPJRIS,
FAN86008,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-YG0O,FAN86007,CREMA COLORE 8.0 BIONDO CHIARO FANOLA,24,32,🟡 INCERTO (62.0%),62,"Fanola Crema colorante Colouring Cream 9.0 Biondo Chiaro, 100 ml",999,0424HAEW7DK,https://www.amazon.it/dp/B00CGPI6ZS,
FAN86008,,✅ SU WOOCOMMERCE (codice NON unico),0J-HVHX-TDLX,,,,,🟠 DEBOLE (43.7%),437,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 9.0,118,0331F3PBVGZ,https://www.amazon.it/dp/B00GIMCXO0,
FAN86009,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-YG0O,FAN86008,CREMA COLORE 9.0 BIONDO CHIARISSIMO FANOLA,24,32,🟡 INCERTO (62.0%),62,"Fanola Crema colorante Colouring Cream 9.0 Biondo Chiaro, 100 ml",999,0424HAEW7DK,https://www.amazon.it/dp/B00CGPI6ZS,
FAN86009,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PTH-4HPS,FAN86052,CREMA COLORE FANOLA 8.44 BIONDO CHIARO RAME INTENSO FANOLA,6,6,🟡 INCERTO (56.5%),565,"FANOLA - Crema colorante per capelli Fanola, 100 ml, oro biondo chiaro",999,0424HAAP8D7,https://www.amazon.it/dp/B00CGPJUTO,
FAN86009,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PUV-9SB8,FAN86072,CREMA COLORE 10.03 BIONDO PLATINO CALDO,6,6,🟠 DEBOLE (49.1%),491,"FANOLA - Crema tintura per capelli Fanola, 100 ml, 4.03, marrone medio caldo",999,0424HADIN06,https://www.amazon.it/dp/B00CGPJTTU,
FAN86010,,✅ SU WOOCOMMERCE,FAN1086010,,,,,🟠 DEBOLE (18.2%),182,FANOLA COLOR NATURALI CALDI 5.03,999,0514HJSPUSG,https://www.amazon.it/dp/B00CGPIJNC,
FAN86011,,✅ SU WOOCOMMERCE,1CLQ-6PW7-FWY6,FAN86011,CREMA COLORE 6.03 BIONDO SCURO CALDO FANOLA,6,6,🟢 AFFIDABILE (70.4%),704,"Fanola - Crema colorante per capelli, 6.03 biondo scuro caldo, 100 ml",999,0424HAEK1CZ,https://www.amazon.it/dp/B00CGPIZ22,
FAN86012,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PTH-3DO4,FAN86012,CREMA COLORE 7.03 BIONDO CALDO FANOLA,7,7,🟡 INCERTO (58.7%),587,"FANOLA 9.03 - Crema colorante per capelli, 100 ml, biondo caldo molto chiaro",999,0424HAEZNZJ,https://www.amazon.it/dp/B00CGPKLUQ,
FAN86012,,✅ SU WOOCOMMERCE (codice NON unico),1086012 - FAN86012,FAN96626,9 ICE - CREMA COLORANTE ANTIGIALLO 100 ML,3,3,🟠 DEBOLE (45.4%),454,Fanola Crema colorante per capelli 7.03 100 ml innovativa crema colorante con ginkgo biloba,999,0430H22V15M,https://www.amazon.it/dp/B00CGPPA7A,
FAN86014,,✅ SU WOOCOMMERCE,1CLQ-6PTH-3DO4,FAN86014,CREMA COLORE 9.03 BIONDO CHIARISSIMO CALDO FANOLA,7,7,🟡 INCERTO (58.7%),587,"FANOLA 9.03 - Crema colorante per capelli, 100 ml, biondo caldo molto chiaro",999,0424HAEZNZJ,https://www.amazon.it/dp/B00CGPKLUQ,
FAN86016,,✅ SU WOOCOMMERCE,1CLQ-6PX4-GKSE,FAN86016,CREMA COLORE 7.04 BIONDO RAME NATURALE FANOLA,10,10,🟡 INCERTO (62.1%),621,"Fanola Crema colorante Colouring Cream 7.04 Biondo naturale Rame, 100 ml",999,0424HAICUUT,https://www.amazon.it/dp/B00CGPM5BE,
FAN86017,,✅ SU WOOCOMMERCE,1CLQ-6PUD-VKOX,FAN86017,CREMA COLORE 8.04 BIONDO CHIARO RAME NATURALE FANOLA,10,9,🟡 INCERTO (63.5%),635,"FANOLA 8.04 - Crema colorante per capelli, biondo chiaro naturale, rame, 100 ml",999,0424HAENNDZ,https://www.amazon.it/dp/B00CGPL9IE,
FAN86018,,✅ SU WOOCOMMERCE,1CLQ-6PUV-8NJV,,,,,🟠 DEBOLE (44.8%),448,FANOLA COLOR CENERE 1.10,999,0424HAENA00,https://www.amazon.it/dp/B00CGPLQ14,
FAN86019,,✅ SU WOOCOMMERCE,1CLQ-6PW7-HKJ6,FAN86019,CREMA COLORE 6.1 BIONDO SCURO CENERE FANOLA,6,6,🟡 INCERTO (67.9%),679,"Fanola Crema colorante Colouring Cream 6.1 Biondo Scuro Cenere, 100 ml",999,0424HAAHG7A,https://www.amazon.it/dp/B00CGPP7M8,
FAN86021,,✅ SU WOOCOMMERCE,1CLQ-6PUV-95E5,FAN96358,CREMA COLORE 8.2F biondo chiaro viola FANTASIA 100 ML,9,9,🟡 INCERTO (61.7%),617,"Fanola crema colore color cream 8.1 biondo chiaro frassino, 100 ml (la confezione può variare)",999,0424HAI81TN,https://www.amazon.it/dp/B00CGPJLVQ,
FAN86023,,✅ SU WOOCOMMERCE,1CLQ-6PW7-FNMU,FAN86023,CREMA COLORE 6.13 BIONDO SCURO BEIGE FANOLA,4,4,🟡 INCERTO (66.1%),661,"FANOLA - Crema colorante per capelli Fanola 6.13, biondo scuro beige, 100 ml",999,0424HADEF6R,https://www.amazon.it/dp/B00CGPJHWO,
FAN86024,,✅ SU WOOCOMMERCE (codice NON unico),1086024 - FAN86024,FAN86024,CREMA COLORE 7.13 BIONDO BEIGE FANOLA,6,6,🟡 INCERTO (59.0%),59,"FANOLA - Crema colorante per capelli Fanola, 100 ml, 7.13, biondo beige",999,0430H27B44A,https://www.amazon.it/dp/B00CGPJJ18,
FAN86024,,✅ SU WOOCOMMERCE (codice NON unico),1086024 - FAN86024,FAN86086,CREMA COLORE 10.13 BIONDO PLATINO BEIGE,6,6,🟡 INCERTO (59.0%),59,"FANOLA - Crema colorante per capelli Fanola, 100 ml, 7.13, biondo beige",999,0430H27B44A,https://www.amazon.it/dp/B00CGPJJ18,
FAN86025,,✅ SU WOOCOMMERCE,1CLQ-6PTX-3L51,FAN86025,CREMA COLORE 8.13 BIONDO CHIARO BEIGE FANOLA,13,13,🟡 INCERTO (68.4%),684,"Fanola Crema colorante Colouring Cream 8.13 Biondo chiaro Beige, 100 ml",999,0424HACU9O0,https://www.amazon.it/dp/B00CGPQC5O,
FAN86026,,✅ SU WOOCOMMERCE,1CLQ-6PSZ-XMJH,FAN86026,CREMA COLORE 9.13 BIONDO CHIARO BEIGE FANOLA,6,5,🟡 INCERTO (67.8%),678,"FANOLA Hair Color Crema Colorante 9.13 Biondo molto chiaro Beige, 100 ml",999,0424HAHOBVP,https://www.amazon.it/dp/B00CGPM3Z2,
FAN86027,,✅ SU WOOCOMMERCE,1CLQ-6PUD-U0LS,,,,,🟠 DEBOLE (43.3%),433,FANOLA COLOR MARRONI 4.14,999,0424HAIGV1Q,https://www.amazon.it/dp/B00CGPKIMM,
FAN86028,,✅ SU WOOCOMMERCE,1CLQ-6PTH-3PJ9,FAN86028,CREMA COLORE 5.14 CIOCCOLATO FANOLA,8,5,🟡 INCERTO (65.2%),652,"FANOLA - Crema colorante per capelli 5.14, cioccolato, 100 ml",999,0424HAHSIH0,https://www.amazon.it/dp/B00CGPVL9Q,
FAN86029,,✅ SU WOOCOMMERCE,1CLQ-6PW7-GMOS,FAN86029,CREMA COLORE 6.14 NOCCIOLA FANOLA,4,4,🟡 INCERTO (60.9%),609,"Fanola Crema colorante Colouring Cream 6.14 Nocciola, 100 ml",999,0424HAHK238,https://www.amazon.it/dp/B00CGPL9KC,
FAN86030,,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),1CLQ-6PWO-6GZ0,FAN96626,9 ICE - CREMA COLORANTE ANTIGIALLO 100 ML,3,3,🟡 INCERTO (56.0%),56,"FANOLA - Crema colorante per capelli Fanola, 100 ml, 7.14, tabacco",999,0424HAI6QCJ,https://www.amazon.it/dp/B00CGPM99C,
FAN86033,,✅ SU WOOCOMMERCE,1CLQ-6PTX-4VHY,FAN86033,CREMA COLORE 5.2 CASTANO CHIARO VIOLA FANOLA,18,18,🟡 INCERTO (67.9%),679,"FANOLA Hair Color - Crema colorante, 100 ml, 5.2 castano chiaro, viola",999,0424HAAHY5K,https://www.amazon.it/dp/B00CGPL4O8,
FAN86034,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PUD-RXMF,FAN86034,CREMA COLORE 5.3 CASTANO CHIARO DORATO FANOLA,6,6,🟠 DEBOLE (49.6%),496,"FANOLA - Crema tintura per capelli Fanola 100 ml 5.3, marrone chiaro e oro",999,0424HAIOD8H,https://www.amazon.it/dp/B00CGPKW00,
FAN86034,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PUD-RXMF,FAN86052,CREMA COLORE FANOLA 8.44 BIONDO CHIARO RAME INTENSO FANOLA,6,6,🟠 DEBOLE (49.6%),496,"FANOLA - Crema tintura per capelli Fanola 100 ml 5.3, marrone chiaro e oro",999,0424HAIOD8H,https://www.amazon.it/dp/B00CGPKW00,
FAN86035,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PWO-71O7,FAN86005,CREMA COLORE 6.0 BIONDO SCURO FANOLA,33,41,🟡 INCERTO (59.2%),592,"FANOLA - Crema colorante per capelli, 100 ml, oro biondo scuro 6.3",999,0424HAFQB78,https://www.amazon.it/dp/B015RYGCU0,
FAN86035,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PWO-71O7,FAN86035,CREMA COLORE 6.3 BIONDO SCURO DORATO FANOLA,33,41,🟡 INCERTO (59.2%),592,"FANOLA - Crema colorante per capelli, 100 ml, oro biondo scuro 6.3",999,0424HAFQB78,https://www.amazon.it/dp/B015RYGCU0,
FAN86036,,🟠 FUZZY DEBOLE - VERIFICA (codice NON unico),1CLQ-6PVB-I8RD,FAN96626,9 ICE - CREMA COLORANTE ANTIGIALLO 100 ML,3,3,🟡 INCERTO (62.4%),624,"Fanola Crema colorante colorante 7.3 Blond Gold, 100 ml",999,0424HAG1DE9,https://www.amazon.it/dp/B00CGPJ3Z0,
FAN86038,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-YHCT,FAN86038,CREMA COLORE 9.3 BIONDO FANOLA,6,6,🟡 INCERTO (61.2%),612,"FANOLA Hair Color Crema tintura 9.3 biondo oro molto chiaro, 100 ml",999,0424HAHRADR,https://www.amazon.it/dp/B00CGPP89K,
FAN86038,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-YHCT,FAN86355,COLOR KERATIN ORO PURO 8.31 BIONDO CHIARO SABBIA 100 ML,6,6,🟡 INCERTO (61.2%),612,"FANOLA Hair Color Crema tintura 9.3 biondo oro molto chiaro, 100 ml",999,0424HAHRADR,https://www.amazon.it/dp/B00CGPP89K,
FAN86039,,✅ SU WOOCOMMERCE,1CLQ-6PX4-F21D,FAN86039,CREMA COLORE 6.34 BIONDO SCURO DORATO RAME FANOLA,6,3,🟡 INCERTO (66.7%),667,"FANOLA - Crema colorante per capelli, 100 ml, 6.34, biondo scuro, oro, rame",999,0424HAHOTBO,https://www.amazon.it/dp/B00CGPN3JC,
FAN86040,,✅ SU WOOCOMMERCE,1086040 - FAN86040,FAN86048,CREMA COLORE 7.43 BIONDO RAME DORATO FANOLA,8,5,🟡 INCERTO (68.5%),685,"Fanola - Crema colorante per capelli, 7.34 biondo rame dorato, 100 ml",999,0430H29ZI4L,https://www.amazon.it/dp/B00CGPJG0M,
FAN86041,,✅ SU WOOCOMMERCE,1CLQ-6PUV-B6YO,FAN86041,CREMA COLORE 8.34 BIONDO CHIARO DORATO RAME FANOLA,7,7,🟡 INCERTO (67.2%),672,"FANOLA - Crema colorante per capelli, 100 ml, 8.34, biondo chiaro, oro, rame",999,0424HABECFJ,https://www.amazon.it/dp/B00CGPK9DA,
FAN86042,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PTX-6UWX,FAN86042,CREMA COLORE 5.4 CASTANO CHIARO RAME FANOLA,6,6,🟡 INCERTO (60.6%),606,"Fanola Crema Colore Colouring Cream 5.4 Marrone chiaro Rame, 100 ml",999,0424HA9IKR2,https://www.amazon.it/dp/B00CGPLCHW,
FAN86042,,✅ SU WOOCOMMERCE (codice NON unico),FAN1086042,FAN86042,CREMA COLORE 5.4 CASTANO CHIARO RAME FANOLA,6,6,🟡 INCERTO (60.6%),606,"Fanola Crema Colore Colouring Cream 5.4 Marrone chiaro Rame, 100 ml",999,0514HJ6U8Y2,https://www.amazon.it/dp/B00CGPLCHW,
FAN86043,,✅ SU WOOCOMMERCE,FAN1086043,FAN86043,CREMA COLORE 6.4 BIONDO SCURO RAME FANOLA,3,3,🟡 INCERTO (69.9%),699,"FANOLA Hair Color Crema Colorante 6.4 Biondo Scuro Rame, 100 ml",999,0514HJ2EOJR,https://www.amazon.it/dp/B00CGPJKJE,
FAN86044,,✅ SU WOOCOMMERCE,1CLQ-6PVR-GS6I,FAN86044,CREMA COLORE 7.4 BIONDO RAME FANOLA,11,11,🟡 INCERTO (60.9%),609,"FANOLA - Crema colorante per capelli, 100 ml, 7.4, biondo rame",999,0424HABO8JP,https://www.amazon.it/dp/B00CGPKS36,
FAN86045,,✅ SU WOOCOMMERCE,1086045 - FAN86045,FAN86045,CREMA COLORE 8.4 BIONDO CHIARO RAME FANOLA,4,4,🟡 INCERTO (67.3%),673,"Fanola Crema colorante Colouring Cream 8.4 Biondo Chiaro Rame, 100 ml",999,0430H254QXA,https://www.amazon.it/dp/B00CGPJMPG,
FAN86047,,✅ SU WOOCOMMERCE,1CLQ-6PW7-HBXU,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (53.3%),533,FANOLA TINTURA 6.43,999,0424HAAI98Z,https://www.amazon.it/dp/B00CGPP0QQ,
FAN86048,,✅ SU WOOCOMMERCE,1CLQ-6PW7-FZTA,FAN86048,CREMA COLORE 7.43 BIONDO RAME DORATO FANOLA,8,5,🟡 INCERTO (66.7%),667,"FANOLA - Crema colorante per capelli, 100 ml, 7.43 biondo rame dorato",999,0424HAIRR95,https://www.amazon.it/dp/B00CGPL6T6,
