ID,Tipo,SKU,"GTIN, UPC, EAN, o ISBN",Nome,Pubblicato,In primo piano?,Visibilità nel catalogo,Breve descrizione,Descrizione,Data di partenza del prezzo in saldo,Data in cui termina l'offerta,Stato delle imposte,Aliquota di imposta,In stock?,Magazzino,Quantità in magazzino bassa,Abilita gli ordini arretrati?,Venduto singolarmente?,Peso (kg),Lunghezza (cm),Larghezza (cm),Altezza (cm),Permetti le recensioni clienti?,Nota di acquisto,Prezzo in offerta,Prezzo di listino,Categorie,Tag,Classe di spedizione,Immagine,Limite di download,Scarica i giorni di scadenza,Genitore,Prodotti raggruppati,Up-sell,Cross-sell,URL esterno,Testo del pulsante,Posizione,Marchi,Meta: _asin,Meta: _amazon_url,Meta: _et_builder_dynamic_assets_loading_attr_threshold,Meta: _last_change_time,Meta: _et_pb_post_hide_nav,Meta: _et_pb_page_layout,Meta: _et_pb_side_nav,Meta: _et_pb_use_builder,Meta: _et_pb_first_image,Meta: _et_pb_truncate_post,Meta: _et_pb_truncate_post_date,Meta: _et_pb_old_content
,simple,FAN86501,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 6.13,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0514HJ6SLAT,https://www.amazon.it/dp/B00GIMDFVA,,,,,,,,,,
,simple,FAN86502,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 7.13,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0430HW8XZ9K,https://www.amazon.it/dp/B00GIMDGPA,,,,,,,,,,
,simple,FAN86503,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 8.13,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0423H6C38EL,https://www.amazon.it/dp/B01EJXVI8G,,,,,,,,,,
,simple,FAN86581,,Fanola Maschera Keraterm Ufficiale 1000 ml,1,,visible,,,,,taxable,,1,11,,,0,,,,,,,,16.50,Fanola,,,,,,,,,,,,,,1223FF233SV,https://www.amazon.it/dp/B01DWHWSRU,,,,,,,,,,
,simple,FAN86582,,FANOLA Keraterm Disciplinante Keraterm Spray Per Capelli - 200 Ml,1,,visible,,,,,taxable,,1,12,,,0,,,,,,,,14.20,Fanola,,,,,,,,,,,,,,1223FETAYTP,https://www.amazon.it/dp/B01DWHYOOK,,,,,,,,,,
,simple,FAN86605,,FANOLA COLOR COLOR KERATIN ORO PURO CIOCCOLATO 7.14,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0423H6C02GN,https://www.amazon.it/dp/B01EJY4Q52,,,,,,,,,,
,simple,FAN86608,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA CORRETTORE ROSSO,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0514HJKGS87,https://www.amazon.it/dp/B01EK05J2E,,,,,,,,,,
,simple,FAN86642,,"Fanola Botolife Keratin Hyaluronic Acid Botugen Reconstructive Shampoo pH 5.5, 300 Ml",1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,12.50,Fanola,,,,,,,,,,,,,,0327FSJKIFQ,https://www.amazon.it/dp/B00M0SLG2G,,,,,,,,,,
,simple,FAN86643,,"FANOLA Reconstructive Shampoo 1000ml Botolife Keratin Hyaluronic Acid Botugen ® Fanola pH 6,5 Ricostruttore con Cheratina e Acido Ialuronico",1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,2.00,Fanola,,,,,,,,,,,,,,0327FSGDOR6,https://www.amazon.it/dp/B00O3V0B2Y,,,,,,,,,,
,simple,FAN86646,,FANOLA Botugen Ricostruzione Botolife Filler Per Capelli - 150 Ml,1,,visible,,,,,taxable,,1,12,,,0,,,,,,,,2.00,Fanola,,,,,,,,,,,,,,0327FSK4YQ6,https://www.amazon.it/dp/B00NLC92FI,,,,,,,,,,
,simple,FAN86655,,FANOLA P1S PERMANENTE CAPELLI NATURALI GROSSI 500 ml,1,,visible,,,,,taxable,,1,5,,,0,,,,,,,,13.10,Fanola,,,,,,,,,,,,,,0514HJ2BVYX,https://www.amazon.it/dp/B01E5D92YM,,,,,,,,,,
,simple,FAN86656,,FANOLA P2 PERMANENTE CAPELLI COLORATI E TRATTATI 500 ml,1,,visible,,,,,taxable,,1,5,,,0,,,,,,,,13.10,Fanola,,,,,,,,,,,,,,0514HJZWWN8,https://www.amazon.it/dp/B01E5DVHUE,,,,,,,,,,
,simple,FAN86682,,"Fanola Orotherapy, Shampoo Illuminante Per Tutti I Tipi Di Capelli, 1000 ml",1,,visible,,,,,taxable,,1,13,,,0,,,,,,,,14.50,Fanola,,,,,,,,,,,,,,0514HJ27XOO,https://www.amazon.it/dp/B0C6QXBP8H,,,,,,,,,,
,simple,FAN86683,,"Fanola Orotherapy Gold Mask, Maschera Illuminante per Tutti i Tipi di Capelli, 1000 ml",1,,visible,,,,,taxable,,1,12,,,0,,,,,,,,15.20,Fanola,,,,,,,,,,,,,,0514HJSWTDV,https://www.amazon.it/dp/B0C1KK45M5,,,,,,,,,,
,simple,FAN86687,,Fanola Nutri Care Lozione Ristrutturante Senza Risciacquo Capelli - 144 Ml,1,,visible,,,,,taxable,,1,9,,,0,,,,,,,,18.60,Fanola,,,,,,,,,,,,,,0326FOX4R3X,https://www.amazon.it/dp/B07XLBBZFN,,,,,,,,,,
,simple,FAN86706,,FANOLA TINTURA 5.00,1,,visible,,,,,taxable,,1,5,,,0,,,,,,,,,Fanola,,,,,,,,,,,,,,0514HJLOOQB,https://www.amazon.it/dp/B01E8LTYBC,,,,,,,,,,
,simple,FAN86707,,"FANOLA Fanola, Colorazione permanente",1,,visible,,Fanola Crema Colore per capelli 6/0 – 100 ML - Confezione da 2 Tubi,,,taxable,,0,0,,,0,,,,,,,,,Fanola,,,,,,,,,,,,,,0320HBVQJ9C,https://www.amazon.it/dp/B0B9G8BS2N,,,,,,,,,,
,simple,FAN86803,,Fanola Oro Therapy Color cheratina 5.00 100 ml,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0430H2LGP1R,https://www.amazon.it/dp/B07DX74PH4,,,,,,,,,,
,simple,FAN86805,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 7.00,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0423H6O0BNZ,https://www.amazon.it/dp/B01EHPZWAQ,,,,,,,,,,
,simple,FAN86806,,FANOLA COLOR COLOR KERATIN ORO PURO NATURALI INTENSI 8.00,1,,visible,,,,,taxable,,1,9,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0423H6GDRZJ,https://www.amazon.it/dp/B01EHQ0OCG,,,,,,,,,,
,simple,FAN86810,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 8.14,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0514HJLQQNV,https://www.amazon.it/dp/B01EJY5I40,,,,,,,,,,
,simple,FAN86812,,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 6.5,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,11.80,Fanola,,,,,,,,,,,,,,0423H6C1JTT,https://www.amazon.it/dp/B01EJZ5Q32,,,,,,,,,,
,simple,FAN96361,,Fanola Tinte 9.2F Rubio clarísimo violeta fantasía 100 mL - Tinte crema colorante permanente para el cabello pelo - Color uniforme y brillante - PROFESIONAL,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,,Fanola,,,,,,,,,,,,,,0424HABHJVZ,https://www.amazon.it/dp/B01MZ2D4WH,,,,,,,,,,
,simple,FAN96362,,FANOLA Hair Color 100 ML variazione di Fanola Hair Color 2 10.2 F Blonde Platinum Fantasy Violet,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,,Fanola,,,,,,,,,,,,,,0424HAHZVJ6,https://www.amazon.it/dp/B01MZ2D8FR,,,,,,,,,,
,simple,FAN96628,,"ghd Platinum Styler, bianco, 1 unità",1,,visible,,,,,taxable,,1,6,,,0,,,,,,,,12.60,Fanola,,,,,,,,,,,,,,0514HKJBFRD,https://www.amazon.it/dp/B07BTC7JGX,,,,,,,,,,
,simple,ICOM1301,,RIVIT MANI EMULSIONE IGIENIZZANTE MANI 100 ML,1,,visible,,SAPOLE LATTE MANI NATURERB IGIENIZZANTE 500 ML CON DOSATORE - CARTONE DA 6 PEZZI,,,taxable,,1,19,,,0,,,,,,,,,,,,,,,,,,,,,,,0513FK56DNZ,https://www.amazon.it/dp/B0F8J5DNWZ,,,,,,,,,,
,simple,"ID120,021",,Idema Latta Cera Zinco 400 ml.,1,,visible,,Idema Latta Cera Zinco 400 ml. - Confezione da 2 latte,,,taxable,,0,0,,,0,,,,,,,,11.10,,,,,,,,,,,,,,,0324FIFDM90,https://www.amazon.it/dp/B086R5C9RH,,,,,,,,,,
,simple,"ID1500,001",,RULLO RICARICA PREMIUM TITANIO 80 ML - CF 6 PZ,1,,visible,,RULLO RICARICA PREMIUM TITANIO 80 ML - CF 6 PZ,,,taxable,,1,427,,,0,,,,,,,,14.70,,,,,,,,,,,,,,,0221FXRH18V,https://www.amazon.it/dp/B0DY1MHYKY,,,,,,,,,,
,simple,"ID1500,100",,"CERA DEPILATORIA AL TITANIO ROSA 350 ml IN MICROONDE IN 3"" MINUTI SCALDACERA IN 20"" MINUTI PROFESSIONALE",1,,visible,,"CERA DEPILATORIA AL TITANIO ROSA 350 ml IN MICROONDE IN 3"" MINUTI SCALDACERA IN 20"" MINUTI PROFESSIONALE - CONFEZIONE 2 BARATTOLI",,,taxable,,1,384,,,0,,,,,,,,,,,,,,,,,,,,,,,0131FDM40YV,https://www.amazon.it/dp/B01C0QG0NC,,,,,,,,,,
,simple,"ID180,001",,"Idema - Basic Line Cera Depilatoria liposolubile professionale ideale per ogni parte del corpo, Giallo Miele, formato da 400 ML",1,,visible,,Basic Line Idema Cera depilatoria liposolubile professionale 400 ml.,,,taxable,,0,0,,,0,,,,,,,,99.50,,,,,,,,,,,,,,,0217FKYP69Y,https://www.amazon.it/dp/B086HPB16D,,,,,,,,,,
,simple,"ID4441,15",,Lama Sgorbia Sterile N° 15 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (15 mm),1,,visible,,Lama Sgorbia Sterile N° 15 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (15 mm),,,taxable,,0,0,,,0,,,,,,,,1.70,,,,,,,,,,,,,,,0119HOWNLFP,https://www.amazon.it/dp/B0GHNZBC8M,,,,,,,,,,
,simple,"ID920,209",,Pellet di miele di cera pelabile Xanitalia 1000 Grs,1,,visible,,"Ceretta Brasiliana, Cera Brasiliana Liposolubile Gocce Xanitalia, Depilazione senza Strisce, sacchetto1 Kg (Black) - Confezione da 3 sacchetti",,,taxable,,1,20,,,0,,,,,,,,15.40,,,,,,,,,,,,,,,0311FENSVB1,https://www.amazon.it/dp/B076DDR2ZS,,,,,,,,,,
,simple,"ID930,654",,Cera Depilatoria Liposolubile Monouso Senza Strisce - Mango - Multidirezionale - Senza Colofonia - 1000 gr,1,,visible,,Xanitalia Pro Il Multidirezionale Mango Perfect Touch Film Cera - Sacchetto 1000 Gr - Confezione da 3 sacchetti,,,taxable,,0,0,,,0,,,,,,,,21.30,,,,,,,,,,,,,,,0704F53Q9N6,https://www.amazon.it/dp/B08MTN41B2,,,,,,,,,,
,simple,ID930.655,,"Xanitalia Pro Il Multidirezionale Frutto Della Passione Perfect Touch Film Cera - 1000 Gr, Bianco",1,,visible,,Xanitalia Pro Il Multidirezionale Frutto Della Passione Perfect Touch Film Cera - Sacchetto 1000 Gr - Confezione da 6 sacchetti,,,taxable,,1,20,,,0,,,,,,,,21.30,,,,,,,,,,,,,,,0128F7JWYGX,https://www.amazon.it/dp/B08C17YZ9C,,,,,,,,,,
,simple,ID950.313,,REGEA Siero Idratazione Profonda 100ml,1,,visible,,,,,taxable,,1,6,,,0,,,,,,,,15.70,,,,,,,,,,,,,,,0521HCSUNVX,https://www.amazon.it/dp/B07DY9BY2W,,,,,,,,,,
,simple,ID950.340,,Maschera viso lenitiva - olio di germe di grano e vitamina E - anti-rossore maschera facciale - programma Sensitive Skin,1,,visible,,,,,taxable,,1,2,,,0,,,,,,,,18.40,,,,,,,,,,,,,,,0521HCS88S6,https://www.amazon.it/dp/B08KHJFH7P,,,,,,,,,,
,simple,IEVSP/L,,Generico GUANTO IN VINILE ESSENTIAL 511 – TAGLIA S/M/L,1,,visible,,GUANTO IN VINILE ESSENTIAL 511,,,taxable,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0529H9OMYJT,https://www.amazon.it/dp/B0H39F9JMW,,,,,,,,,,
,simple,ITM1821-S,,"Sanitec detergente disinfettante Multi Activ Bagno (6 pezzi) pronto all' uso per superfici ad uso ambientale, 750 ml, Sanitec. alcolico",1,,visible,,"Sanitec, Multi Activ, Sgrassante Disinfettante Multiuso, Ideale per la Disinfezione di Tutte le Superfici a Contatto con Gli Alimenti, Elimina il 99,9% dei Batteri, Presidio Medico Chirurgico, 750 ml",,,taxable,,0,0,,,0,,,,,,,,27.50,,,,,,,,,,,,,,,0415FBNX0XB,https://www.amazon.it/dp/B07HQLVZNR,,,,,,,,,,
,simple,J7517908,,Diversey 7517908 Cif Bagno 2in1,1,,visible,,,,,taxable,,0,0,,,0,,,,,,,,0.90,,,,,,,,,,,,,,,0626FF9LSJ4,https://www.amazon.it/dp/B00BEUQTBO,,,,,,,,,,
,simple,"KP4441,1",,Lama Sgorbia Sterile N° 1 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (1 mm),1,,visible,,Lama Sgorbia Sterile N° 1 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (1 mm),,,taxable,,0,0,,,0,,,,,,,,1.70,,,,,,,,,,,,,,,0116HGG8HXQ,https://www.amazon.it/dp/B0GH84WRMC,,,,,,,,,,
,simple,"KP4441,2",,Lama Sgorbia Sterile N° 2 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (2 mm),1,,visible,,Lama Sgorbia Sterile N° 2 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (2 mm),,,taxable,,0,0,,,0,,,,,,,,1.70,,,,,,,,,,,,,,,0119HOIP6SM,https://www.amazon.it/dp/B0GHPHW5PX,,,,,,,,,,
,simple,"KP4441,6",,Lama Sgorbia Sterile N° 6 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame (6 mm),1,,visible,,Lama Sgorbia Sterile N° 1 Acciaio Kiepe Professional Manicure Pedicure - Confezione 20 lame,,,taxable,,0,0,,,0,,,,,,,,1.70,,,,,,,,,,,,,,,0119HOOXM96,https://www.amazon.it/dp/B0GHNC4TZN,,,,,,,,,,
,simple,MD0000,,Peroxill 2000 Disinfettante Sterilizzante in Polvere - 1kg,1,,visible,,Peroxill 2000 Disinfettante Sterilizzante in Polvere - 1kg,,,taxable,,1,5,,,0,,,,,,,,37.50,,,,,,,,,,,,,,,0206HF8W3IP,https://www.amazon.it/dp/B07XDZGNWW,,,,,,,,,,
,simple,MD0002,,PEROXILL 2000 SECCHIELLO KG.2,1,,visible,,Sterilizzante Disinfettante in polvere Peroxill fustino da 2KG - Confezione da 3 fustini,,,taxable,,1,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0730FGPY3X8,https://www.amazon.it/dp/B0FKGSGC6T,,,,,,,,,,
,simple,MD0145,,LENYDERM TUBO DA 150 ML - PASTA SPECIALE ALL'OSSIDO DI ZINCO,1,,visible,,LENYDERM TUBO DA 150 ML - PASTA SPECIALE ALL'OSSIDO DI ZINCO,,,taxable,,1,88,,,0,,,,,,,,13.90,,,,,,,,,,,,,,,0616FGN0Z7Z,https://www.amazon.it/dp/B0FDB8K963,,,,,,,,,,
,simple,MD01AM0010,,Disinfettante liquido concentrato per superfici DECS PURO - Flacone 1.000 ml,1,,visible,,Disinfettante liquido concentrato per superfici DECS PURO - Flacone 1.000 ml,,,taxable,,0,0,,,0,,,,,,,,1.20,,,,,,,,,,,,,,,0407H8IF4O4,https://www.amazon.it/dp/B0GWF2PTWG,,,,,,,,,,
,simple,MD0210,,BACTISINE ALCOLICO - DISINFETTANTE STRUMENTI CHIRURGICI - FLACONE DA 1.000 ML,1,,visible,,BACTISINE ALCOLICO - DISINFETTANTE STRUMENTI CHIRURGICI - FLACONE DA 1.000 ML,,,taxable,,1,568,,,0,,,,,,,,13.30,,,,,,,,,,,,,,,0715F4AH3OG,https://www.amazon.it/dp/B0FHKTF9WH,,,,,,,,,,
,simple,MD0213,,BACTISAN SPRAY - SOLUZIONE IDROALCOLICA PRONTA ALL'USO - FLACONE DA 1.000,1,,visible,,BACTISAN SPRAY - SOLUZIONE IDROALCOLICA PRONTA ALL'USO - FLACONE DA 1.000,,,taxable,,1,36,,,0,,,,,,,,14.60,,,,,,,,,,,,,,,0715F48DG7M,https://www.amazon.it/dp/B0FHKRC7D1,,,,,,,,,,
,simple,MD0496,,HYGIENBAR CPR WASHING TAB - Detergente Tazzine e Bicchieri per Macchine Automatiche - Confezione da 160 Compresse,1,,visible,,HYGIENBAR CPR WASHING TAB - Detergente tazzine e bicchiere per macchine automatoche - Confezione da 160 compresse,,,taxable,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0407H8VKPZ9,https://www.amazon.it/dp/B0GWF8YNG9,,,,,,,,,,
,simple,MD06BE0181,,"DERMACLYN - DERMODETERGENTE LIQUIDO PH 5,5 - FLACONE 1.000 ML",1,,visible,,"DERMACLYN - DERMODETERGENTE LIQUIDO PH 5,5 - FLACONE 1.000 ML",,,taxable,,1,41,,,0,,,,,,,,14.90,,,,,,,,,,,,,,,0617FK09QA9,https://www.amazon.it/dp/B0FDGP2KYY,,,,,,,,,,
,simple,MD07AX0401,,PULITORE RAPIDO PER FRIGGITRICI FRY COMPRESSE - CONF. DA 25 COMPRESSE,1,,visible,,PULITORE RAPIDO PER FRIGGITRICI -CONFEZIONE DA 25 COMPRESSE,,,taxable,,0,0,,,0,,,,,,,,19.60,,,,,,,,,,,,,,,0109HU6W3G3,https://www.amazon.it/dp/B0GFX9NVJY,,,,,,,,,,
,simple,MD07GA0020,,AMEDICS Pastiglie di Cloro CLORHYGIEN Plus Igienizzante clorattivo 333 compresse,1,,visible,,"Le pastiglie di cloro CLORHYGIEN Plus rappresentano una soluzione igienizzante efficace a base di cloro attivo, ideale per garantire la pulizia e la disinfezione di superfici e ambienti. La confezione contiene 333 compresse, offrendo un'ampia disponibilità per un utilizzo prolungato. Questo prodotto igienizzante è formulato per rilasciare cloro attivo in modo controllato, assicurando un'azione disinfettante costante. Le compresse sono pratiche da dosare e utilizzare, permettendo di preparare soluzioni igienizzanti secondo le necessità specifiche. Il formato in pastiglie facilita la conservazione e il trasporto del prodotto, mantenendo inalterate le proprietà igienizzanti nel tempo. Adatto per l'utilizzo in diversi contesti dove è richiesta un'igienizzazione accurata e professionale.",,,taxable,,1,8,,,0,,,,,,,,30.40,,,,,,,,,,,,,,,0407H8M457O,https://www.amazon.it/dp/B07DFGSMLZ,,,,,,,,,,
,simple,MDLHSTERUPSG075,,STER UP Sgrassatore - Detergente disinfettante a base d sali di ammonio quaternario - Flacone 750 ml,1,,visible,,STER UP Sgrassatore - Detergente disinfettante a base d sali di ammonio quaternario - Flacone 750 ml,,,taxable,,0,0,,,0,,,,,,,,12.80,,,,,,,,,,,,,,,0407H8WTML3,https://www.amazon.it/dp/B0GWFJK4L7,,,,,,,,,,
,simple,ROCER421,,CERA CARTUCCIA TITANIO ROSA 100 ML -  RO,1,,visible,,"CERA DEPILATORIA AL TITANIO ROSA 350 ml IN MICROONDE IN 3"" MINUTI SCALDACERA IN 20"" MINUTI PROFESSIONALE - CONFEZIONE 2 BARATTOLI",,,taxable,,1,384,,,0,,,,,,,,,,,,,,,,,,,,,,,0320F5Y969H,https://www.amazon.it/dp/B0F227TRNV,,,,,,,,,,
,simple,RODEP539,,OLIO POST-EPILAZIONE 1000 ML,1,,visible,,STRISCETTE EPILAZIONE TNT CM 7 X 20 - CF 800 PZ,,,taxable,,1,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0221FXRVDYF,https://www.amazon.it/dp/B0DY1PN3K8,,,,,,,,,,
,simple,ROK462,,Generico KIMONO MONOUSO NERO UNISEX - CONF. 10 PZ.,1,,visible,,,,,taxable,,1,6,,,0,,,,,,,,14.60,,,,,,,,,,,,,,,0220FUHAXU5,https://www.amazon.it/dp/B0DXVHP17B,,,,,,,,,,
,simple,SIGBBC003BIO50BOL,,Generico PIATTO FONDO 680 ML IN FIBRA DI CANNA DA ZUCCHERO - COMPOSTABILE E BIODEGRADABILE - CF. 50 PIATTI,1,,visible,,PIATTO FONDO 680 ML IN FIBRA DI CANNA DA ZUCCHERO - COMPOSTABILE E BIODEGRADABILE - CF. 50 PIATTI,,,taxable,,0,0,,,0,,,,,,,,12.80,,,,,,,,,,,,,,,0507F25GHNC,https://www.amazon.it/dp/B0F7RLGT9X,,,,,,,,,,
,simple,SIGBPC003BIO50B,,Generico PIATTO LISCIO DIAM. 22 CM IN POLPA DI CELLULOSA BIODEGRADABILE E COMPOSTABILE - CONF. DA 500 PEZZI,1,,visible,,PIATTO LISCIO DIAM. 22 CM IN POLPA DI CELLULOSA BIODEGRADABILE E COMPOSTABILE - CONF. DA 500 PEZZI,,,taxable,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0613F8O6ZSZ,https://www.amazon.it/dp/B0FD3W66QH,,,,,,,,,,
,simple,SM0217/10,,"FORCHETTA SIAM QUALITY BIODEGRADABILE E COMPOSTABILE LUNGHEZZA 16,5 CM - CONFEZIONE DA 50 PEZZI",1,,visible,,"FORCHETTA SIAM QUALITY BIODEGRADABILE E COMPOSTABILE LUNGHEZZA 16,5 CM - CONFEZIONE DA 50 PEZZI",,,taxable,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0507F2A5SDW,https://www.amazon.it/dp/B0F7RL5GDX,,,,,,,,,,
,simple,SM0217/11,,"Generico COLTELLI SIAM QUALITY BIODEGRADABILE E COMPOSTABILE LUNGHEZZA 16,5 CM - CONFEZIONE DA 50 PEZZI",1,,visible,,"COLTELLI SIAM QUALITY BIODEGRADABILE E COMPOSTABILE LUNGHEZZA 16,5 CM - CONFEZIONE DA 50 PEZZI",,,taxable,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0508F50W7JT,https://www.amazon.it/dp/B0F7XM8SMF,,,,,,,,,,
,simple,VD11705,,BIS DI POSATE BIANCHE IMBUSTATE CON TOVAGLIOLI 2 VELI - BIODEGRADABILI E COMPOSTABILI - CONFEZIONE DA 25 PEZZI,1,,visible,,BIS DI POSATE BIANCHE IMBUSTATE CON TOVAGLIOLI 2 VELI - BIODEGRADABILI E COMPOSTABILI - CONFEZIONE DA 25 PEZZI,,,taxable,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0612F47AJEG,https://www.amazon.it/dp/B0FCY3VFG7,,,,,,,,,,
